/* DATA DESCRIPTION:
Citation:	Dallmayr, Remi; Freitag, Johannes; Hörhold, Maria; Laepple, Thomas; Wilhelms, Frank (2021): GPR profiles between B31, B32, and B33, terrestrial traverses 1999/2000 ; 2000/2001, Droning-Maud Land [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.935129
Abstract:	Surface Mass Balance between location B31 and B33 (SMB, in kg/m2/yr) corresponding to interval between radar horizons (1-2), between Tambora (1817) and year of measurement (2000/2001). The conversion of IRH traveltime to depth was discribed in Rotschky et al. 2004, and Eisen et al. 2004.
Keyword(s):	accumulation rate in Dronning Maud Land; GPR; terrestrial traverse
Related to:	Dallmayr, Remi; Freitag, Johannes; Laepple, Thomas; Wilhelms, Frank; Jansen, Daniela; Behrens, Melanie K; Hörhold, Maria (2021): Topographic effect creates non-climatic variations in ice-core based temperature records of the last millennium. https://doi.org/10.1002/essoar.10508113.1
	Eisen, Olaf; Rack, Wolfgang; Nixdorf, Uwe; Wilhelms, Frank (2005): Characteristics of accumulation around the EPICA deep-drilling site in Dronning Maud Land, Antarctica. Annals of Glaciology, 41, 41-46, https://doi.org/10.3189/172756405781813276
	Rotschky, Gerit; Eisen, Olaf; Wilhelms, Frank; Nixdorf, Uwe; Oerter, Hans (2004): Spatial distribution of surface mass balance on Amundsenisen plateau, Antarctica, derived from ice-penetrating radar studies. Annals of Glaciology, 39, 265-270, https://doi.org/10.3189/172756404781814618
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	MEDIAN LATITUDE: -75.191115 * MEDIAN LONGITUDE: 1.472444 * SOUTH-BOUND LATITUDE: -75.581500 * WEST-BOUND LONGITUDE: -3.430333 * NORTH-BOUND LATITUDE: -74.968500 * EAST-BOUND LONGITUDE: 6.499999
	DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00
Event(s):	ANT-Land_1999 (Transect 1999/2000 (B32 to B33)) * LATITUDE START: -75.002500 * LONGITUDE START: 0.007333 * LATITUDE END: -75.166667 * LONGITUDE END: 6.500000 * DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2000-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML5 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
	ANT-Land_2000 (Transect 2000/2001 (B31 to B32)) * LATITUDE START: -75.002326 * LONGITUDE START: 0.007496 * LATITUDE END: -75.581732 * LONGITUDE END: -3.431095 * DATE/TIME START: 2000-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML6 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
Parameter(s):	Event label (Event) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Distance [km] (Distance) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LATITUDE (Latitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Surface mass balance [kg/m**2/a] (SMB) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: corresponding to interval between radar horizons (1-2)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31822 data points
*/
Event	Distance [km]	Longitude	Latitude	SMB [kg/m**2/a]
ANT-Land_1999		4.3536942	-75.0482604	49.07
ANT-Land_1999		4.3540487	-75.0483254	48.90
ANT-Land_1999		4.3544032	-75.0483903	48.65
ANT-Land_1999		4.3547578	-75.0484553	48.85
ANT-Land_1999		4.3551123	-75.0485202	48.96
ANT-Land_1999		4.3554668	-75.0485852	49.18
ANT-Land_1999		4.3558213	-75.0486502	48.77
ANT-Land_1999		4.3561759	-75.0487151	48.53
ANT-Land_1999		4.3565304	-75.0487801	48.95
ANT-Land_1999		4.3568849	-75.0488450	49.01
ANT-Land_1999		4.3572395	-75.0489099	49.27
ANT-Land_1999		4.3575940	-75.0489749	49.20
ANT-Land_1999		4.3579485	-75.0490398	49.11
ANT-Land_1999		4.3583030	-75.0491048	49.30
ANT-Land_1999		4.3586576	-75.0491698	49.29
ANT-Land_1999		4.3590121	-75.0492347	49.14
ANT-Land_1999		4.3593666	-75.0492997	49.01
ANT-Land_1999		4.3597212	-75.0493646	49.10
ANT-Land_1999		4.3600757	-75.0494296	49.13
ANT-Land_1999		4.3604302	-75.0494945	49.29
ANT-Land_1999		4.3607847	-75.0495595	48.82
ANT-Land_1999		4.3611393	-75.0496244	49.01
ANT-Land_1999		4.3614938	-75.0496894	49.25
ANT-Land_1999		4.3618483	-75.0497543	49.24
ANT-Land_1999		4.3622029	-75.0498193	49.07
ANT-Land_1999		4.3625574	-75.0498842	49.25
ANT-Land_1999		4.3629119	-75.0499492	49.07
ANT-Land_1999		4.3632664	-75.0500141	48.77
ANT-Land_1999		4.3636210	-75.0500791	48.82
ANT-Land_1999		4.3639755	-75.0501440	49.13
ANT-Land_1999		4.3643300	-75.0502090	49.10
ANT-Land_1999		4.3646846	-75.0502739	49.16
ANT-Land_1999		4.3650391	-75.0503389	49.07
ANT-Land_1999		4.3653936	-75.0504038	49.32
ANT-Land_1999		4.3657481	-75.0504688	49.33
ANT-Land_1999		4.3661027	-75.0505337	49.22
ANT-Land_1999		4.3664572	-75.0505987	49.30
ANT-Land_1999		4.3668117	-75.0506636	49.45
ANT-Land_1999		4.3671663	-75.0507286	49.44
ANT-Land_1999		4.3675208	-75.0507935	49.44
ANT-Land_1999		4.3678753	-75.0508585	54.65
ANT-Land_1999		4.3682298	-75.0509234	54.61
ANT-Land_1999		4.3685844	-75.0509884	54.57
ANT-Land_1999		4.3689389	-75.0510534	54.53
ANT-Land_1999		4.3692934	-75.0511183	54.49
ANT-Land_1999		4.3696480	-75.0511832	54.45
ANT-Land_1999		4.3700025	-75.0512482	54.41
ANT-Land_1999		4.3703570	-75.0513132	54.37
ANT-Land_1999		4.3707115	-75.0513781	54.33
ANT-Land_1999		4.3710661	-75.0514431	54.29
ANT-Land_1999		4.3714206	-75.0515080	54.25
ANT-Land_1999		4.3717751	-75.0515730	54.28
ANT-Land_1999		4.3721297	-75.0516379	54.31
ANT-Land_1999		4.3724842	-75.0517029	54.33
ANT-Land_1999		4.3728387	-75.0517678	54.36
ANT-Land_1999		4.3731932	-75.0518328	54.38
ANT-Land_1999		4.3735478	-75.0518977	54.41
ANT-Land_1999		4.3739023	-75.0519627	54.43
ANT-Land_1999		4.3742568	-75.0520276	54.46
ANT-Land_1999		4.3746114	-75.0520926	54.48
ANT-Land_1999		4.3749659	-75.0521575	54.51
ANT-Land_1999		4.3753204	-75.0522225	54.54
ANT-Land_1999		4.3756749	-75.0522874	54.56
ANT-Land_1999		4.3760295	-75.0523524	54.59
ANT-Land_1999		4.3763840	-75.0524173	54.61
ANT-Land_1999		4.3767385	-75.0524823	54.64
ANT-Land_1999		4.3770931	-75.0525472	54.67
ANT-Land_1999		4.3774476	-75.0526122	54.69
ANT-Land_1999		4.3778021	-75.0526771	54.72
ANT-Land_1999		4.3781566	-75.0527421	54.75
ANT-Land_1999		4.3785112	-75.0528070	54.77
ANT-Land_1999		4.3788657	-75.0528720	54.80
ANT-Land_1999		4.3792202	-75.0529369	54.82
ANT-Land_1999		4.3795748	-75.0530019	54.85
ANT-Land_1999		4.3799293	-75.0530668	54.87
ANT-Land_1999		4.3802838	-75.0531318	54.90
ANT-Land_1999		4.3806383	-75.0531967	54.93
ANT-Land_1999		4.3809929	-75.0532617	54.95
ANT-Land_1999		4.3813474	-75.0533267	54.98
ANT-Land_1999		4.3817019	-75.0533916	55.01
ANT-Land_1999		4.3820565	-75.0534566	55.03
ANT-Land_1999		4.3824110	-75.0535215	55.06
ANT-Land_1999		4.3827655	-75.0535865	55.09
ANT-Land_1999		4.3831200	-75.0536514	55.11
ANT-Land_1999		4.3834746	-75.0537164	55.14
ANT-Land_1999		4.3838291	-75.0537813	55.17
ANT-Land_1999		4.3841836	-75.0538463	55.19
ANT-Land_1999		4.3845382	-75.0539112	55.22
ANT-Land_1999		4.3848927	-75.0539762	55.24
ANT-Land_1999		4.3852472	-75.0540411	55.23
ANT-Land_1999		4.3856017	-75.0541061	55.22
ANT-Land_1999		4.3859563	-75.0541710	55.20
ANT-Land_1999		4.3863108	-75.0542360	55.19
ANT-Land_1999		4.3866653	-75.0543009	55.17
ANT-Land_1999		4.3870199	-75.0543659	55.16
ANT-Land_1999		4.3873744	-75.0544308	55.14
ANT-Land_1999		4.3877289	-75.0544958	55.13
ANT-Land_1999		4.3880834	-75.0545607	55.11
ANT-Land_1999		4.3884380	-75.0546257	55.10
ANT-Land_1999		4.3887925	-75.0546906	55.09
ANT-Land_1999		4.3891470	-75.0547556	55.07
ANT-Land_1999		4.3895016	-75.0548205	55.06
ANT-Land_1999		4.3898561	-75.0548855	55.04
ANT-Land_1999		4.3902106	-75.0549504	55.08
ANT-Land_1999		4.3905651	-75.0550154	55.11
ANT-Land_1999		4.3909197	-75.0550803	55.14
ANT-Land_1999		4.3912742	-75.0551453	55.17
ANT-Land_1999		4.3916287	-75.0552102	55.20
ANT-Land_1999		4.3919833	-75.0552752	55.23
ANT-Land_1999		4.3923378	-75.0553402	55.26
ANT-Land_1999		4.3926923	-75.0554051	55.30
ANT-Land_1999		4.3930468	-75.0554700	55.33
ANT-Land_1999		4.3934014	-75.0555350	55.36
ANT-Land_1999		4.3937559	-75.0556000	55.39
ANT-Land_1999		4.3941104	-75.0556649	55.42
ANT-Land_1999		4.3944650	-75.0557299	55.45
ANT-Land_1999		4.3948195	-75.0557948	55.48
ANT-Land_1999		4.3951740	-75.0558598	55.51
ANT-Land_1999		4.3955285	-75.0559247	55.54
ANT-Land_1999		4.3958831	-75.0559897	55.57
ANT-Land_1999		4.3962376	-75.0560546	55.61
ANT-Land_1999		4.3965921	-75.0561196	55.64
ANT-Land_1999		4.3969467	-75.0561845	55.67
ANT-Land_1999		4.3973012	-75.0562495	55.70
ANT-Land_1999		4.3976557	-75.0563144	55.73
ANT-Land_1999		4.3980102	-75.0563794	55.76
ANT-Land_1999		4.3983648	-75.0564443	55.79
ANT-Land_1999		4.3987193	-75.0565093	55.82
ANT-Land_1999		4.3990738	-75.0565742	55.85
ANT-Land_1999		4.3994284	-75.0566392	55.88
ANT-Land_1999		4.3997829	-75.0567041	55.91
ANT-Land_1999		4.4001374	-75.0567691	55.94
ANT-Land_1999		4.4004919	-75.0568340	55.97
ANT-Land_1999		4.4008465	-75.0568990	56.00
ANT-Land_1999		4.4012010	-75.0569639	56.03
ANT-Land_1999		4.4015555	-75.0570289	56.07
ANT-Land_1999		4.4019101	-75.0570938	56.10
ANT-Land_1999		4.4022646	-75.0571588	56.13
ANT-Land_1999		4.4026191	-75.0572237	56.16
ANT-Land_1999		4.4029736	-75.0572887	56.19
ANT-Land_1999		4.4033282	-75.0573536	56.22
ANT-Land_1999		4.4036827	-75.0574186	56.27
ANT-Land_1999		4.4040372	-75.0574836	56.32
ANT-Land_1999		4.4043918	-75.0575485	56.36
ANT-Land_1999		4.4047463	-75.0576135	56.41
ANT-Land_1999		4.4051008	-75.0576784	56.46
ANT-Land_1999		4.4054553	-75.0577433	56.51
ANT-Land_1999		4.4058099	-75.0578083	56.56
ANT-Land_1999		4.4061644	-75.0578733	56.61
ANT-Land_1999		4.4065189	-75.0579382	56.65
ANT-Land_1999		4.4068735	-75.0580032	56.70
ANT-Land_1999		4.4072280	-75.0580681	56.75
ANT-Land_1999		4.4075825	-75.0581331	56.80
ANT-Land_1999		4.4079370	-75.0581980	56.85
ANT-Land_1999		4.4082916	-75.0582630	56.90
ANT-Land_1999		4.4086461	-75.0583279	56.95
ANT-Land_1999		4.4090006	-75.0583929	56.99
ANT-Land_1999		4.4093552	-75.0584578	57.04
ANT-Land_1999		4.4097097	-75.0585228	57.09
ANT-Land_1999		4.4100642	-75.0585877	57.14
ANT-Land_1999		4.4104187	-75.0586527	57.19
ANT-Land_1999		4.4107733	-75.0587176	57.24
ANT-Land_1999		4.4111278	-75.0587826	57.28
ANT-Land_1999		4.4114823	-75.0588475	57.33
ANT-Land_1999		4.4118369	-75.0589125	57.38
ANT-Land_1999		4.4121914	-75.0589774	57.43
ANT-Land_1999		4.4125459	-75.0590424	57.48
ANT-Land_1999		4.4129004	-75.0591073	57.53
ANT-Land_1999		4.4132550	-75.0591723	57.57
ANT-Land_1999		4.4136095	-75.0592372	57.65
ANT-Land_1999		4.4139640	-75.0593022	57.73
ANT-Land_1999		4.4143186	-75.0593671	57.80
ANT-Land_1999		4.4146731	-75.0594321	57.88
ANT-Land_1999		4.4150276	-75.0594970	57.96
ANT-Land_1999		4.4153821	-75.0595620	58.03
ANT-Land_1999		4.4157367	-75.0596269	58.11
ANT-Land_1999		4.4160912	-75.0596919	58.19
ANT-Land_1999		4.4164457	-75.0597568	58.27
ANT-Land_1999		4.4168003	-75.0598218	58.35
ANT-Land_1999		4.4171548	-75.0598868	58.42
ANT-Land_1999		4.4175093	-75.0599517	58.50
ANT-Land_1999		4.4178638	-75.0600166	58.58
ANT-Land_1999		4.4182184	-75.0600816	58.65
ANT-Land_1999		4.4185729	-75.0601466	58.73
ANT-Land_1999		4.4189274	-75.0602115	58.81
ANT-Land_1999		4.4192820	-75.0602765	58.88
ANT-Land_1999		4.4196365	-75.0603414	58.96
ANT-Land_1999		4.4199910	-75.0604064	59.04
ANT-Land_1999		4.4203455	-75.0604713	59.11
ANT-Land_1999		4.4207001	-75.0605363	59.19
ANT-Land_1999		4.4210546	-75.0606012	59.27
ANT-Land_1999		4.4214091	-75.0606662	59.35
ANT-Land_1999		4.4217637	-75.0607311	59.42
ANT-Land_1999		4.4221182	-75.0607961	59.50
ANT-Land_1999		4.4224727	-75.0608610	59.58
ANT-Land_1999		4.4228272	-75.0609260	59.66
ANT-Land_1999		4.4231818	-75.0609909	59.73
ANT-Land_1999		4.4235363	-75.0610559	59.81
ANT-Land_1999		4.4238908	-75.0611208	59.89
ANT-Land_1999		4.4242454	-75.0611858	59.95
ANT-Land_1999		4.4245999	-75.0612507	60.01
ANT-Land_1999		4.4249544	-75.0613157	60.06
ANT-Land_1999		4.4253089	-75.0613806	60.12
ANT-Land_1999		4.4256635	-75.0614456	60.18
ANT-Land_1999		4.4260180	-75.0615105	60.24
ANT-Land_1999		4.4263725	-75.0615755	60.30
ANT-Land_1999		4.4267271	-75.0616404	60.36
ANT-Land_1999		4.4270816	-75.0617054	60.42
ANT-Land_1999		4.4274361	-75.0617703	60.48
ANT-Land_1999		4.4277906	-75.0618353	60.54
ANT-Land_1999		4.4281452	-75.0619002	60.60
ANT-Land_1999		4.4284997	-75.0619652	60.65
ANT-Land_1999		4.4288542	-75.0620301	60.71
ANT-Land_1999		4.4292088	-75.0620951	60.77
ANT-Land_1999		4.4295633	-75.0621601	60.83
ANT-Land_1999		4.4299178	-75.0622250	60.89
ANT-Land_1999		4.4302723	-75.0622900	60.94
ANT-Land_1999		4.4306269	-75.0623549	61.00
ANT-Land_1999		4.4309814	-75.0624199	61.06
ANT-Land_1999		4.4313359	-75.0624848	61.11
ANT-Land_1999		4.4316905	-75.0625498	61.17
ANT-Land_1999		4.4320450	-75.0626147	61.23
ANT-Land_1999		4.4323995	-75.0626797	61.29
ANT-Land_1999		4.4327540	-75.0627446	61.35
ANT-Land_1999		4.4331086	-75.0628096	61.41
ANT-Land_1999		4.4334631	-75.0628745	61.46
ANT-Land_1999		4.4338176	-75.0629395	61.52
ANT-Land_1999		4.4341722	-75.0630044	61.58
ANT-Land_1999		4.4345267	-75.0630694	61.63
ANT-Land_1999		4.4348812	-75.0631343	61.69
ANT-Land_1999		4.4352357	-75.0631993	61.75
ANT-Land_1999		4.4355903	-75.0632642	61.81
ANT-Land_1999		4.4359448	-75.0633292	61.86
ANT-Land_1999		4.4362993	-75.0633941	61.90
ANT-Land_1999		4.4366539	-75.0634591	61.95
ANT-Land_1999		4.4370084	-75.0635240	61.99
ANT-Land_1999		4.4373629	-75.0635890	62.04
ANT-Land_1999		4.4377174	-75.0636539	62.08
ANT-Land_1999		4.4380720	-75.0637189	62.12
ANT-Land_1999		4.4384265	-75.0637838	62.17
ANT-Land_1999		4.4387810	-75.0638488	62.21
ANT-Land_1999		4.4391356	-75.0639137	62.25
ANT-Land_1999		4.4394901	-75.0639787	62.30
ANT-Land_1999		4.4398446	-75.0640436	62.34
ANT-Land_1999		4.4401991	-75.0641086	62.38
ANT-Land_1999		4.4405537	-75.0641736	62.42
ANT-Land_1999		4.4409082	-75.0642385	62.47
ANT-Land_1999		4.4412627	-75.0643034	62.51
ANT-Land_1999		4.4416173	-75.0643684	62.55
ANT-Land_1999		4.4419718	-75.0644334	62.60
ANT-Land_1999		4.4423263	-75.0644983	62.64
ANT-Land_1999		4.4426808	-75.0645633	62.68
ANT-Land_1999		4.4430354	-75.0646282	62.72
ANT-Land_1999		4.4433899	-75.0646932	62.77
ANT-Land_1999		4.4437444	-75.0647581	62.81
ANT-Land_1999		4.4440990	-75.0648231	62.85
ANT-Land_1999		4.4444535	-75.0648880	62.89
ANT-Land_1999		4.4448080	-75.0649530	62.94
ANT-Land_1999		4.4451625	-75.0650179	62.98
ANT-Land_1999		4.4455171	-75.0650829	63.02
ANT-Land_1999		4.4458716	-75.0651478	63.07
ANT-Land_1999		4.4462261	-75.0652128	63.11
ANT-Land_1999		4.4465807	-75.0652777	63.15
ANT-Land_1999		4.4469352	-75.0653427	63.20
ANT-Land_1999		4.4472897	-75.0654076	63.24
ANT-Land_1999		4.4476442	-75.0654726	63.28
ANT-Land_1999		4.4479988	-75.0655375	63.33
ANT-Land_1999		4.4483533	-75.0656025	63.37
ANT-Land_1999		4.4487078	-75.0656674	63.39
ANT-Land_1999		4.4490624	-75.0657324	63.41
ANT-Land_1999		4.4494169	-75.0657973	63.43
ANT-Land_1999		4.4497714	-75.0658623	63.45
ANT-Land_1999		4.4501259	-75.0659272	63.47
ANT-Land_1999		4.4504805	-75.0659922	63.49
ANT-Land_1999		4.4508350	-75.0660571	63.51
ANT-Land_1999		4.4511895	-75.0661221	63.53
ANT-Land_1999		4.4515441	-75.0661870	63.55
ANT-Land_1999		4.4518986	-75.0662520	63.57
ANT-Land_1999		4.4522531	-75.0663170	63.59
ANT-Land_1999		4.4526076	-75.0663819	63.61
ANT-Land_1999		4.4529622	-75.0664469	63.63
ANT-Land_1999		4.4533167	-75.0665118	63.65
ANT-Land_1999		4.4536712	-75.0665767	63.67
ANT-Land_1999		4.4540258	-75.0666417	63.69
ANT-Land_1999		4.4543803	-75.0667067	63.71
ANT-Land_1999		4.4547348	-75.0667716	63.73
ANT-Land_1999		4.4550893	-75.0668366	63.75
ANT-Land_1999		4.4554439	-75.0669015	63.77
ANT-Land_1999		4.4557984	-75.0669665	63.79
ANT-Land_1999		4.4561529	-75.0670314	63.81
ANT-Land_1999		4.4565075	-75.0670964	63.83
ANT-Land_1999		4.4568620	-75.0671613	63.85
ANT-Land_1999		4.4572165	-75.0672263	63.87
ANT-Land_1999		4.4575710	-75.0672912	63.89
ANT-Land_1999		4.4579256	-75.0673562	63.91
ANT-Land_1999		4.4582801	-75.0674211	63.93
ANT-Land_1999		4.4586346	-75.0674861	63.95
ANT-Land_1999		4.4589892	-75.0675510	63.97
ANT-Land_1999		4.4593437	-75.0676160	63.99
ANT-Land_1999		4.4596982	-75.0676809	64.01
ANT-Land_1999		4.4600527	-75.0677459	64.03
ANT-Land_1999		4.4604073	-75.0678108	64.05
ANT-Land_1999		4.4607618	-75.0678758	64.07
ANT-Land_1999		4.4611163	-75.0679407	64.09
ANT-Land_1999		4.4614709	-75.0680057	64.11
ANT-Land_1999		4.4618254	-75.0680706	64.13
ANT-Land_1999		4.4621799	-75.0681356	64.14
ANT-Land_1999		4.4625344	-75.0682005	64.17
ANT-Land_1999		4.4628890	-75.0682655	64.19
ANT-Land_1999		4.4632435	-75.0683304	64.20
ANT-Land_1999		4.4635980	-75.0683954	64.23
ANT-Land_1999		4.4639526	-75.0684603	64.25
ANT-Land_1999		4.4643071	-75.0685253	64.27
ANT-Land_1999		4.4646616	-75.0685902	64.29
ANT-Land_1999		4.4650161	-75.0686552	64.31
ANT-Land_1999		4.4653707	-75.0687202	64.33
ANT-Land_1999		4.4657252	-75.0687851	64.35
ANT-Land_1999		4.4660797	-75.0688500	64.36
ANT-Land_1999		4.4664343	-75.0689150	64.38
ANT-Land_1999		4.4667888	-75.0689800	64.39
ANT-Land_1999		4.4671433	-75.0690449	64.41
ANT-Land_1999		4.4674978	-75.0691099	64.42
ANT-Land_1999		4.4678524	-75.0691748	64.44
ANT-Land_1999		4.4682069	-75.0692398	64.46
ANT-Land_1999		4.4685614	-75.0693047	64.47
ANT-Land_1999		4.4689160	-75.0693697	64.48
ANT-Land_1999		4.4692705	-75.0694346	64.49
ANT-Land_1999		4.4696250	-75.0694996	64.50
ANT-Land_1999		4.4699795	-75.0695645	64.52
ANT-Land_1999		4.4703341	-75.0696295	64.53
ANT-Land_1999		4.4706886	-75.0696944	64.54
ANT-Land_1999		4.4710431	-75.0697594	64.55
ANT-Land_1999		4.4713977	-75.0698243	64.56
ANT-Land_1999		4.4717522	-75.0698893	64.58
ANT-Land_1999		4.4721067	-75.0699542	64.59
ANT-Land_1999		4.4724612	-75.0700192	64.61
ANT-Land_1999		4.4728158	-75.0700841	64.63
ANT-Land_1999		4.4731703	-75.0701491	64.64
ANT-Land_1999		4.4735248	-75.0702140	64.66
ANT-Land_1999		4.4738794	-75.0702790	64.67
ANT-Land_1999		4.4742339	-75.0703439	64.69
ANT-Land_1999		4.4745884	-75.0704089	64.71
ANT-Land_1999		4.4749429	-75.0704738	64.72
ANT-Land_1999		4.4752975	-75.0705388	64.74
ANT-Land_1999		4.4756520	-75.0706037	64.75
ANT-Land_1999		4.4760065	-75.0706687	64.77
ANT-Land_1999		4.4763611	-75.0707336	64.78
ANT-Land_1999		4.4767156	-75.0707986	64.80
ANT-Land_1999		4.4770701	-75.0708635	64.81
ANT-Land_1999		4.4774246	-75.0709285	64.83
ANT-Land_1999		4.4777792	-75.0709935	64.85
ANT-Land_1999		4.4781337	-75.0710584	64.86
ANT-Land_1999		4.4784882	-75.0711234	64.88
ANT-Land_1999		4.4788428	-75.0711883	64.89
ANT-Land_1999		4.4791973	-75.0712533	64.91
ANT-Land_1999		4.4795518	-75.0713182	64.91
ANT-Land_1999		4.4799063	-75.0713832	64.92
ANT-Land_1999		4.4802609	-75.0714481	64.92
ANT-Land_1999		4.4806154	-75.0715131	64.93
ANT-Land_1999		4.4809699	-75.0715780	64.93
ANT-Land_1999		4.4813245	-75.0716430	64.94
ANT-Land_1999		4.4816790	-75.0717079	64.94
ANT-Land_1999		4.4820335	-75.0717729	64.94
ANT-Land_1999		4.4823880	-75.0718378	64.95
ANT-Land_1999		4.4827426	-75.0719028	64.95
ANT-Land_1999		4.4830971	-75.0719677	64.96
ANT-Land_1999		4.4834516	-75.0720327	64.96
ANT-Land_1999		4.4838062	-75.0720976	64.97
ANT-Land_1999		4.4841607	-75.0721626	64.97
ANT-Land_1999		4.4845152	-75.0722275	64.98
ANT-Land_1999		4.4848697	-75.0722925	64.98
ANT-Land_1999		4.4852243	-75.0723574	64.99
ANT-Land_1999		4.4855788	-75.0724224	64.99
ANT-Land_1999		4.4859333	-75.0724873	64.99
ANT-Land_1999		4.4862879	-75.0725523	65.00
ANT-Land_1999		4.4866424	-75.0726172	65.00
ANT-Land_1999		4.4869969	-75.0726822	65.01
ANT-Land_1999		4.4873514	-75.0727471	65.01
ANT-Land_1999		4.4877060	-75.0728121	65.02
ANT-Land_1999		4.4880605	-75.0728770	65.02
ANT-Land_1999		4.4884150	-75.0729420	65.02
ANT-Land_1999		4.4887696	-75.0730070	65.03
ANT-Land_1999		4.4891241	-75.0730719	65.03
ANT-Land_1999		4.4894786	-75.0731368	65.04
ANT-Land_1999		4.4898331	-75.0732018	65.04
ANT-Land_1999		4.4901877	-75.0732668	65.05
ANT-Land_1999		4.4905422	-75.0733317	65.05
ANT-Land_1999		4.4908967	-75.0733967	65.06
ANT-Land_1999		4.4912513	-75.0734616	65.06
ANT-Land_1999		4.4916058	-75.0735266	65.06
ANT-Land_1999		4.4919603	-75.0735915	65.07
ANT-Land_1999		4.4923148	-75.0736565	65.07
ANT-Land_1999		4.4926694	-75.0737214	65.08
ANT-Land_1999		4.4930239	-75.0737864	65.08
ANT-Land_1999		4.4933784	-75.0738513	65.09
ANT-Land_1999		4.4937330	-75.0739163	65.09
ANT-Land_1999		4.4940875	-75.0739812	65.09
ANT-Land_1999		4.4944420	-75.0740462	65.10
ANT-Land_1999		4.4947966	-75.0741111	65.10
ANT-Land_1999		4.4951511	-75.0741761	65.11
ANT-Land_1999		4.4955056	-75.0742410	65.09
ANT-Land_1999		4.4958601	-75.0743060	65.07
ANT-Land_1999		4.4962147	-75.0743709	65.05
ANT-Land_1999		4.4965692	-75.0744359	65.03
ANT-Land_1999		4.4969237	-75.0745008	65.01
ANT-Land_1999		4.4972782	-75.0745658	64.99
ANT-Land_1999		4.4976328	-75.0746307	64.97
ANT-Land_1999		4.4979873	-75.0746957	64.95
ANT-Land_1999		4.4983418	-75.0747606	64.93
ANT-Land_1999		4.4986964	-75.0748256	64.90
ANT-Land_1999		4.4990509	-75.0748905	64.88
ANT-Land_1999		4.4994054	-75.0749555	64.86
ANT-Land_1999		4.4997599	-75.0750204	64.84
ANT-Land_1999		4.5001145	-75.0750854	64.82
ANT-Land_1999		4.5004690	-75.0751504	64.80
ANT-Land_1999		4.5008235	-75.0752153	64.78
ANT-Land_1999		4.5011781	-75.0752803	64.76
ANT-Land_1999		4.5015326	-75.0753452	64.74
ANT-Land_1999		4.5018871	-75.0754101	64.72
ANT-Land_1999		4.5022417	-75.0754751	64.70
ANT-Land_1999		4.5025962	-75.0755401	64.68
ANT-Land_1999		4.5029507	-75.0756050	64.66
ANT-Land_1999		4.5033052	-75.0756700	64.64
ANT-Land_1999		4.5036598	-75.0757349	64.62
ANT-Land_1999		4.5040143	-75.0757999	64.60
ANT-Land_1999		4.5043688	-75.0758648	64.58
ANT-Land_1999		4.5047234	-75.0759298	64.56
ANT-Land_1999		4.5050779	-75.0759947	64.55
ANT-Land_1999		4.5054324	-75.0760597	64.53
ANT-Land_1999		4.5057869	-75.0761246	64.51
ANT-Land_1999		4.5061415	-75.0761896	64.50
ANT-Land_1999		4.5064960	-75.0762545	64.48
ANT-Land_1999		4.5068505	-75.0763195	64.47
ANT-Land_1999		4.5072051	-75.0763844	64.45
ANT-Land_1999		4.5075596	-75.0764494	64.43
ANT-Land_1999		4.5079141	-75.0765143	64.41
ANT-Land_1999		4.5082686	-75.0765793	64.39
ANT-Land_1999		4.5086232	-75.0766442	64.37
ANT-Land_1999		4.5089777	-75.0767092	64.35
